
> drmvyz@1.0.0 dev
> vite --host 127.0.0.1 --port 5173

Re-optimizing dependencies because lockfile has changed

2:46:14 AM [vite] page reload coverage/src/components/vyzualz/stage/RenderSourceBadge.tsx.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/stage/mediaPool.ts.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/timeline/index.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/timeline/tlHelpers.ts.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/transport/index.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/transport/VzCueMarkerStrip.tsx.html
2:46:14 AM [vite] page reload coverage/src/components/vyzualz/transport/VzMiniWaveform.tsx.html
2:46:14 AM [vite] page reload coverage/src/context/index.html
2:46:14 AM [vite] page reload coverage/src/context/AudioEngineContext.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/index.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/LyricManagerView.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/index.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/AiLyricExtractor.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/JsonLyricImporter.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/LyricDocumentSidebar.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/LyricManagerHeader.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/LyricPreviewPanel.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/components/ManualLyricEditor.tsx.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/services/index.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/services/lyricExtraction.ts.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/utils/index.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/utils/lyricDocumentImport.ts.html
2:46:14 AM [vite] page reload coverage/src/features/lyrics/utils/lyricValidation.ts.html
2:46:14 AM [vite] page reload coverage/src/hooks/index.html
2:46:14 AM [vite] page reload coverage/src/hooks/useAnimationFrame.ts.html
2:46:14 AM [vite] page reload coverage/src/hooks/useAudioEngine.ts.html
2:46:14 AM [vite] page reload coverage/src/hooks/useModuleSystem.ts.html
2:46:14 AM [vite] page reload coverage/src/hooks/usePresets.ts.html
2:46:14 AM [vite] page reload coverage/src/hooks/useRecorder.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/index.html
2:46:14 AM [vite] page reload coverage/src/lib/audioModulation.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/lyricsDb.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/lyricsImport.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/lyricsSeed.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/mediaDb.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/mediaRoles.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/sessionDb.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/supabase.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/timeline.ts.html
2:46:14 AM [vite] page reload coverage/src/lib/transitionRenderer.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/index.html
2:46:14 AM [vite] page reload coverage/src/renderers/CanvasBufferPool.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/WebGL2Renderer.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/gpuTransitions.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/postProcessParams.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/postProcessSource.ts.html
2:46:14 AM [vite] page reload coverage/src/renderers/rendererSelection.ts.html
2:46:14 AM [vite] page reload coverage/src/stores/index.html
2:46:14 AM [vite] page reload coverage/src/stores/lyricsStore.ts.html
2:46:14 AM [vite] page reload coverage/src/stores/mediaStore.ts.html
2:46:14 AM [vite] page reload coverage/src/stores/visualStore.ts.html
2:46:14 AM [vite] page reload coverage/src/types/index.html
2:46:14 AM [vite] page reload coverage/src/types/audio.ts.html
2:46:14 AM [vite] page reload coverage/src/types/cue.ts.html
2:46:14 AM [vite] page reload coverage/src/types/database.ts.html
2:46:14 AM [vite] page reload coverage/src/types/effectParams.ts.html
2:46:14 AM [vite] page reload coverage/src/types/lyrics.ts.html
2:46:14 AM [vite] page reload coverage/src/types/meters.ts.html
2:46:14 AM [vite] page reload coverage/src/types/performanceStats.ts.html
2:46:14 AM [vite] page reload coverage/src/types/session.ts.html
2:46:14 AM [vite] page reload coverage/src/types/timeline.ts.html
2:46:14 AM [vite] page reload coverage/src/types/vzLayers.ts.html
2:46:14 AM [vite] page reload coverage/src/utils/index.html
2:46:14 AM [vite] page reload coverage/src/utils/audioUtils.ts.html
2:46:14 AM [vite] page reload coverage/src/utils/colorMaps.ts.html
2:46:14 AM [vite] page reload coverage/src/utils/dsp.ts.html
2:46:14 AM [vite] page reload coverage/src/utils/formatTime.ts.html
2:46:14 AM [vite] page reload coverage/src/utils/wavExport.ts.html
2:46:20 AM [vite] vite.config.ts changed, restarting server...
2:46:20 AM [vite] server restarted.
2:55:50 AM [vite] vite.config.ts changed, restarting server...
2:55:50 AM [vite] server restarted.
